id,company,activity,tasks,title,link
1196,Microsoft,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],"Players, creators, and AI collaborate to build and expand rich game narratives",https://www.microsoft.com/en-us/research/blog/players-creators-and-ai-collaborate-to-build-and-expand-rich-game-narratives/
1365,Oracle,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Bridging cloud and conversational AI: LangChain and OCI Data Science platform,https://blogs.oracle.com/ai-and-datascience/post/cloud-conversational-ai-langchain-oci-data-science
4023,Amazon,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Train Llama2 with AWS Trainium on Amazon EKS | Containers,https://aws.amazon.com/blogs/containers/train-llama2-with-aws-trainium-on-amazon-eks/
111,Nvidia,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",NVIDIA NIM Offers Optimized Inference Microservices for Deploying AI Models at Scale,https://developer.nvidia.com/blog/nvidia-nim-offers-optimized-inference-microservices-for-deploying-ai-models-at-scale/
6646,Oracle,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],MyOracle Search powered by Generative AI,https://blogs.oracle.com/ai-and-datascience/post/myoracle-search-powered-by-generative-ai
125,Nvidia,5. Model Deployment and Operation,"['5.5. Model Quantization, Pruning, or Distillation']",Get Started with Generative AI Development for Windows PCs with NVIDIA RTX,https://developer.nvidia.com/blog/get-started-with-generative-ai-development-for-windows-pcs-with-rtx-systems/
2462,Nvidia,3. Model Fine-Tuning,['3.2. Low-Rank Adaptation (LoRA) for Foundation Models'],Seamlessly Deploying a Swarm of LoRA Adapters with NVIDIA NIM,https://developer.nvidia.com/blog/seamlessly-deploying-a-swarm-of-lora-adapters-with-nvidia-nim/
4022,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Getting started with Amazon Titan Text Embeddings in Amazon Bedrock,https://aws.amazon.com/blogs/machine-learning/getting-started-with-amazon-titan-text-embeddings/
920,Microsoft,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.3. Model Monitoring']",Strategies for Optimizing High-Volume Token Usage with Azure OpenAI,https://techcommunity.microsoft.com/t5/fasttrack-for-azure/strategies-for-optimizing-high-volume-token-usage-with-azure/ba-p/4007751
3754,Amazon,7. Prompt Construction,"['7.2. Prompt Engineering Techniques', '7.1. Automated Prompt Generation']",Improve your Stable Diffusion prompts with Retrieval Augmented Generation,https://aws.amazon.com/blogs/machine-learning/improve-your-stable-diffusion-prompts-with-retrieval-augmented-generation/
3824,Amazon,5. Model Deployment and Operation,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']",Mixtral-8x7B is now available in Amazon SageMaker JumpStart,https://aws.amazon.com/blogs/machine-learning/mixtral-8x7b-is-now-available-in-amazon-sagemaker-jumpstart/
349,Amazon,6. System Architecture and Orchestration,"['6.1. Model and Prompt Chaining', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI']",Emerging Architecture Patterns for Integrating IoT and generative AI on AWS,https://aws.amazon.com/blogs/iot/emerging-architecture-patterns-for-integrating-iot-and-generative-ai-on-aws/
51,Nvidia,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",SoftServe and Continental Drive Digitalization With OpenUSD and Generative AI,https://blogs.nvidia.com/blog/softserve-and-continental-drive-digitalization-with-openusd-and-generative-ai/
862,Microsoft,5. Model Deployment and Operation,['5.2. Model Deployment on Device'],SemanticKernel – Chat Service demo running Llama2 LLM locally in ...,https://techcommunity.microsoft.com/t5/educator-developer-blog/semantickernel-chat-service-demo-running-llama2-llm-locally-in/ba-p/4062601
1967,Nvidia,5. Model Deployment and Operation,['5.2. Model Deployment on Device'],Maximizing Deep Learning Performance on NVIDIA Jetson Orin with DLA,https://developer.nvidia.com/blog/maximizing-deep-learning-performance-on-nvidia-jetson-orin-with-dla/
4392,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],"Federated learning on AWS using FedML, Amazon EKS, and Amazon SageMaker",https://aws.amazon.com/blogs/machine-learning/federated-learning-on-aws-using-fedml-amazon-eks-and-amazon-sagemaker/
6659,Oracle,5. Model Deployment and Operation,['5.3. Model Monitoring'],Simplify your model monitoring and MLOps with OML Model Monitoring UI,https://blogs.oracle.com/machinelearning/post/simplify-your-model-monitoring-and-mlops-with-oml-model-monitoring-ui
7090,Alibaba,6. System Architecture and Orchestration,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.1. Model and Prompt Chaining']",Compute NestでLLMを使用してPAI-EASとAnalyticDB for PostgreSQLでRAGサービ,https://www.alibabacloud.com/blog/compute-nest%E3%81%A7llm%E3%82%92%E4%BD%BF%E7%94%A8%E3%81%97%E3%81%A6pai-eas%E3%81%A8analyticdb-for-postgresql%E3%81%A7rag%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9%E3%82%92%E6%A7%8B%E7%AF%89%E3%81%99%E3%82%8B_600821
5506,Amazon,5. Model Deployment and Operation,['5.3. Model Monitoring'],Node problem detection and recovery for AWS Neuron nodes within Amazon EKS clusters,https://aws.amazon.com/blogs/machine-learning/node-problem-detection-and-recovery-for-aws-neuron-nodes-within-amazon-eks-clusters/
1986,Nvidia,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud', '5.3. Model Monitoring']",How to Build a Distributed Inference Cache with NVIDIA Triton and Redis,https://developer.nvidia.com/blog/how-to-build-a-distributed-inference-cache-with-nvidia-triton-and-redis/
1189,Microsoft,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Lifelong model editing in large language models: Balancing low-cost targeted edits and catastrophic forgetting,https://www.microsoft.com/en-us/research/blog/lifelong-model-editing-in-large-language-models-balancing-low-cost-targeted-edits-and-catastrophic-forgetting/
3540,Amazon,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],KT's journey to reduce training time for a vision transformers model ...,https://aws.amazon.com/blogs/machine-learning/kts-journey-to-reduce-training-time-for-a-vision-transformers-model-using-amazon-sagemaker/
1364,Oracle,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],From inference to RAG: Choosing CPUs for efficient generative AI application deployments,https://blogs.oracle.com/ai-and-datascience/post/inference-rag-cpus-efficient-generative-ai
5934,IBM,2. Data Management,['2.2. Dataset Cleaning and Preparation'],Synthetic data generation: Building trust by ensuring privacy and ...,https://www.ibm.com/blog/synthetic-data-generation-building-trust-by-ensuring-privacy-and-quality/
100,Nvidia,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",NVIDIA TensorRT-LLM Supercharges Large Language Model Inference on NVIDIA H100 GPUs,https://developer.nvidia.com/blog/nvidia-tensorrt-llm-supercharges-large-language-model-inference-on-nvidia-h100-gpus/
4740,Amazon,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Develop and train large models cost-efficiently with Metaflow and AWS Trainium,https://aws.amazon.com/blogs/machine-learning/develop-and-train-large-models-cost-efficiently-with-metaflow-and-aws-trainium/
1426,Oracle,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],Similarity Search in Oracle Autonomous Database 19c,https://blogs.oracle.com/datawarehousing/post/similarity-search-in-oracle-autonomous-database-19c
2540,Nvidia,3. Model Fine-Tuning,"['3.2. Low-Rank Adaptation (LoRA) for Foundation Models', '3.1. Full Parameter Fine-Tuning of a Pre-Trained Model']","Introducing DoRA, a High-Performing Alternative to LoRA for Fine-Tuning",https://developer.nvidia.com/blog/introducing-dora-a-high-performing-alternative-to-lora-for-fine-tuning/
427,Google,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Cappy: Outperforming and boosting large multi-task language models with a small scorer,http://research.google/blog/cappy-outperforming-and-boosting-large-multi-task-language-models-with-a-small-scorer/
6548,SAP,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],"Next time ""Just Ask"": Simplifying Data Exploration - Configuration using a standard ABAP CDS View",https://community.sap.com/t5/technology-blogs-by-sap/next-time-quot-just-ask-quot-simplifying-data-exploration-configuration/ba-p/13728658
339,Amazon,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Achieve DevOps maturity with BMC AMI zAdviser Enterprise and Amazon Bedrock,https://aws.amazon.com/blogs/machine-learning/achieve-devops-maturity-with-bmc-ami-zadviser-enterprise-and-amazon-bedrock/
4384,Amazon,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.2. Workflow Orchestration for FM/LLM/GenAI']",BMW Group Develops a GenAI Assistant to Accelerate Infrastructure Optimization on AWS,https://aws.amazon.com/blogs/industries/bmw-group-develops-a-genai-assistant-to-accelerate-infrastructure-optimization-on-aws/
3673,Amazon,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Reduce model deployment costs by 50% on average using the latest features of Amazon SageMaker,https://aws.amazon.com/blogs/machine-learning/reduce-model-deployment-costs-by-50-on-average-using-sagemakers-latest-features/
1256,SAP,7. Prompt Construction,['7.2. Prompt Engineering Techniques'],Generate Process Models with GenAI - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/generate-process-models-with-genai/ba-p/13760687
1188,Microsoft,4. Evaluation and Quality Assurance,['4.1. Model Evaluation'],"Research Focus: Week of June 10, 2024 - Microsoft Research",https://www.microsoft.com/en-us/research/blog/research-focus-week-of-june-10-2024/
77,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],"NVIDIA AI Microservices for Drug Discovery, Digital Health Now Integrated With AWS",https://blogs.nvidia.com/blog/nim-ai-microservices-for-healthcare-integrate-with-aws/
38,Nvidia,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Boom in AI-Enabled Medical Devices Transforms Healthcare,https://blogs.nvidia.com/blog/ai-medical-devices-gtc-2024/
918,Microsoft,6. System Architecture and Orchestration,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']",Extending Microsoft Copilot for Microsoft 365: A guide for enterprises and ISVs,https://techcommunity.microsoft.com/t5/microsoft-teams-blog/extending-microsoft-copilot-for-microsoft-365-a-guide-for/ba-p/3980781
1561,Salesforce,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],How to Use Generative AI for App Development | Salesforce,https://www.salesforce.com/blog/ai-for-app-development/
5676,Amazon,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],How Deltek uses Amazon Bedrock for question and answering on government solicitation documents,https://aws.amazon.com/blogs/machine-learning/how-deltek-uses-amazon-bedrock-for-question-and-answering-on-government-solicitation-documents/
1221,Microsoft,6. System Architecture and Orchestration,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Tracing the path to self-adapting AI agents - Microsoft Research,https://www.microsoft.com/en-us/research/blog/tracing-the-path-to-self-adapting-ai-agents/
2195,Nvidia,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Robust Scene Text Detection and Recognition: Implementation,https://developer.nvidia.com/blog/robust-scene-text-detection-and-recognition-implementation/
680,Google,2. Data Management,"['2.5. Specialized Databases for FM/LLM/GenAI', '2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']",Perform product analysis with generative AI and BigQuery | Google ...,https://cloud.google.com/blog/products/data-analytics/perform-product-analysis-with-generative-ai-and-bigquery
4695,Amazon,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",Integrate HyperPod clusters with Active Directory for seamless multi-user login,https://aws.amazon.com/blogs/machine-learning/integrate-hyperpod-clusters-with-active-directory-for-seamless-multi-user-login/
2585,Nvidia,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Build an Agentic RAG Pipeline with Llama 3.1 and NVIDIA NeMo Retriever NIMs,https://developer.nvidia.com/blog/build-an-agentic-rag-pipeline-with-llama-3-1-and-nvidia-nemo-retriever-nims/
119,Nvidia,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Achieving Top Inference Performance with the NVIDIA H100 Tensor Core GPU and NVIDIA TensorRT-LLM,https://developer.nvidia.com/blog/achieving-top-inference-performance-with-the-nvidia-h100-tensor-core-gpu-and-nvidia-tensorrt-llm/
160,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Turbocharging Meta Llama 3 Performance with NVIDIA TensorRT-LLM and NVIDIA Triton Inference Server,https://developer.nvidia.com/blog/turbocharging-meta-llama-3-performance-with-nvidia-tensorrt-llm-and-nvidia-triton-inference-server/
6175,SAP,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],SAP AI Core - Scheduling SAP HANA Machine Learning - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/sap-ai-core-scheduling-sap-hana-machine-learning/ba-p/13577484
1155,Microsoft,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],GraphRAG: New tool for complex data discovery now on GitHub,https://www.microsoft.com/en-us/research/blog/graphrag-new-tool-for-complex-data-discovery-now-on-github/
3298,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Deploy and fine-tune foundation models in Amazon SageMaker JumpStart with two lines of code,https://aws.amazon.com/blogs/machine-learning/deploy-and-fine-tune-foundation-models-in-amazon-sagemaker-jumpstart-with-two-lines-of-code/
208,Meta,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Arcadia: An end-to-end AI system performance simulator ...,https://engineering.fb.com/2023/09/07/data-infrastructure/arcadia-end-to-end-ai-system-performance-simulator/
2242,Nvidia,4. Evaluation and Quality Assurance,['4.1. Model Evaluation'],Evaluating Retriever for Enterprise-Grade RAG | NVIDIA Technical ...,https://developer.nvidia.com/blog/evaluating-retriever-for-enterprise-grade-rag/
5723,Google,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],Scaling multimodal understanding to long videos,http://research.google/blog/scaling-multimodal-understanding-to-long-videos/
4937,Amazon,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],"Optimized for low-latency workloads, Mistral Small now available in Amazon Bedrock",https://aws.amazon.com/blogs/aws/optimized-for-low-latency-workloads-mistral-small-now-available-in-amazon-bedrock/
5027,Amazon,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Streamline custom model creation and deployment for Amazon Bedrock with Provisioned Throughput using Terraform,https://aws.amazon.com/blogs/machine-learning/streamline-custom-model-creation-and-deployment-for-amazon-bedrock-with-provisioned-throughput-using-terraform/
1202,Microsoft,3. Model Fine-Tuning,['3.3. Reinforcement Learning from Human Feedback (RLHF)'],Learning from interaction with Microsoft Copilot (web) - Microsoft ...,https://www.microsoft.com/en-us/research/blog/learning-from-interaction-with-microsoft-copilot-web/
3573,Amazon,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Automating product description generation with Amazon Bedrock,https://aws.amazon.com/blogs/machine-learning/automating-product-description-generation-with-amazon-bedrock/
1120,Microsoft,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Java SDK for Semantic Kernel 1.0.0-rc2 Released - Add AI ...,https://devblogs.microsoft.com/java/java-sdk-for-semantic-kernel-1-0-0-rc2-released-add-ai-capabilities-to-your-java-app-today/
2454,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Streamline Development of AI-Powered Apps with NVIDIA RTX AI Toolkit for Windows RTX PCs,https://developer.nvidia.com/blog/streamline-ai-powered-app-development-with-nvidia-rtx-ai-toolkit-for-windows-rtx-pcs/
1213,Microsoft,7. Prompt Construction,['7.2. Prompt Engineering Techniques'],Steering at the Frontier: Extending the Power of Prompting,https://www.microsoft.com/en-us/research/blog/steering-at-the-frontier-extending-the-power-of-prompting/
195,Nvidia,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],RAG 101: Retrieval-Augmented Generation Questions Answered,https://developer.nvidia.com/blog/rag-101-retrieval-augmented-generation-questions-answered/
144,Nvidia,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",NVIDIA H100 System for HPC and Generative AI Sets Record for Financial Risk Calculations,https://developer.nvidia.com/blog/nvidia-h100-system-sets-records-for-hpc-and-generative-ai-financial-risk-calculations/
2398,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],NVIDIA DeepStream 7.0 Milestone Release for Next-Gen Vision AI Development,https://developer.nvidia.com/blog/nvidia-deepstream-7-0-milestone-release-for-next-gen-vision-ai-development/
6441,SAP,6. System Architecture and Orchestration,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Revolutionizing Business through the Power of SAP'... - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/revolutionizing-business-through-the-power-of-sap-s-artificial-intelligence/ba-p/13632226
2197,Nvidia,5. Model Deployment and Operation,"['5.2. Model Deployment on Device', '5.1. Model Deployment on Cloud']",Build Vision AI Applications at the Edge with NVIDIA Metropolis Microservices and APIs,https://developer.nvidia.com/blog/how-to-build-vision-ai-applications-at-the-edge-with-nvidia-metropolis-microservices-and-apis/
310,Amazon,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']","How Alexa knows “peanut butter” is one shopping-list item, not two",https://www.amazon.science/blog/how-alexa-knows-peanut-butter-is-one-shopping-list-item-not-two
177,Nvidia,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Build an LLM-Powered API Agent for Task Execution | NVIDIA ...,https://developer.nvidia.com/blog/build-an-llm-powered-api-agent-for-task-execution/
187,Nvidia,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Train Generative AI Models More Efficiently with New NVIDIA Megatron-Core Functionalities,https://developer.nvidia.com/blog/train-generative-ai-models-more-efficiently-with-new-nvidia-megatron-core-functionalities/
2501,Nvidia,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Video: Talk to Your Supply Chain Data Using NVIDIA NIM | NVIDIA ...,https://developer.nvidia.com/blog/video-talk-to-your-supply-chain-data-using-nvidia-nim/
1972,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Customizing AI Models: Deploy a Character Detection and Recognition Model with NVIDIA Triton,https://developer.nvidia.com/blog/create-custom-character-detection-and-recognition-models-with-nvidia-tao-part-2/
3100,Amazon,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],Amplifying Business Process Automations with UiPath and Amazon SageMaker,https://aws.amazon.com/blogs/apn/amplifying-business-process-automations-with-uipath-and-amazon-sagemaker/
5620,Amazon,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Implementing Identity-Aware Sessions with Amazon Q Developer,https://aws.amazon.com/blogs/devops/implementing-identity-aware-sessions-with-amazon-q-developer/
2634,Nvidia,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],Deliver Personalized Retail Experiences with an AI-Powered Shopping Advisor,https://developer.nvidia.com/blog/deliver-personalized-retail-experiences-with-an-ai-powered-shopping-advisor/
874,Microsoft,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Microsoft Learn AI Skills Challenge,https://techcommunity.microsoft.com/t5/educator-developer-blog/learn-live-microsoft-learn-ai-skills-challenge/ba-p/4085078
899,Microsoft,5. Model Deployment and Operation,['5.2. Model Deployment on Device'],Enabling satellite operators to offer AI at the edge in space,https://techcommunity.microsoft.com/t5/azure-space-blog/enabling-satellite-operators-to-offer-ai-at-the-edge-in-space/ba-p/4104808
1391,Oracle,5. Model Deployment and Operation,"['5.1. Model Deployment on Cloud', '5.4. Model Serving and Scaling']",Deploying ELYZA with vLLM and OCI Data Science,https://blogs.oracle.com/ai-and-datascience/post/deploying-elyza-vllm-oci-data-science
1977,Nvidia,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],Designing Deep Networks to Process Other Deep Networks,https://developer.nvidia.com/blog/designing-deep-networks-to-process-other-deep-networks/
1224,Microsoft,5. Model Deployment and Operation,"['5.5. Model Quantization, Pruning, or Distillation']",Efficient and hardware-friendly neural architecture search with SpaceEvo,https://www.microsoft.com/en-us/research/blog/efficient-and-hardware-friendly-neural-architecture-search-with-spaceevo/
1215,Microsoft,4. Evaluation and Quality Assurance,['4.2. Testing Strategies for FM/LLM/GenAI Models'],Microsoft at VL/HCC 2023: Focus on co-audit tools for spreadsheets,https://www.microsoft.com/en-us/research/blog/microsoft-at-vl-hcc-2023-focus-on-co-audit-tools-for-spreadsheets/
864,Microsoft,6. System Architecture and Orchestration,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.2. Workflow Orchestration for FM/LLM/GenAI']",Develop and deploy generative AI apps responsibly with Azure AI ...,https://techcommunity.microsoft.com/t5/ai-ai-platform-blog/shaping-tomorrow-developing-and-deploying-generative-ai-apps/ba-p/4143017
1974,Nvidia,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",Scalable AI Sensor Streaming with Multi-GPU and Multi-Node Capabilities in NVIDIA Holoscan 0.6,https://developer.nvidia.com/blog/scalable-ai-sensor-streaming-with-multi-gpu-and-multi-node-capabilities-in-holoscan-0-6/
6308,SAP,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant', '6.5. Platforms/Tools/Studios for FM/LLM/GenAI']",Top 10 takeaways #SAPTeched 2023 - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/top-10-takeaways-sapteched-2023/ba-p/13575117
1357,Oracle,6. System Architecture and Orchestration,['6.1. Model and Prompt Chaining'],Developing AI applications with OCI Generative AI and LangChain,https://blogs.oracle.com/ai-and-datascience/post/developing-ai-apps-oci-generative-ai-langchain
654,Google,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],Add gen AI to your apps with BigQuery and Document AI integration ...,https://cloud.google.com/blog/products/data-analytics/add-gen-ai-to-your-apps-with-bigquery-and-document-ai-integration
1262,SAP,6. System Architecture and Orchestration,"['6.1. Model and Prompt Chaining', '6.2. Workflow Orchestration for FM/LLM/GenAI']",GenAI Mail Insights - Leveraging the generative AI hub in SAP AI Core to improve customer support - SAP Community,https://community.sap.com/t5/technology-blogs-by-sap/genai-mail-insights-leveraging-the-generative-ai-hub-in-sap-ai-core-to/ba-p/13579600
88,Nvidia,6. System Architecture and Orchestration,['6.5. Platforms/Tools/Studios for FM/LLM/GenAI'],"Broadcasting Breakthroughs: NVIDIA Holoscan for Media, Available Now, Transforms Live Media With Easy AI Integration",https://blogs.nvidia.com/blog/holoscan-live-media-ai-solutions/
2646,Nvidia,5. Model Deployment and Operation,['5.4. Model Serving and Scaling'],Optimizing llama.cpp AI Inference with CUDA Graphs | NVIDIA ...,https://developer.nvidia.com/blog/optimizing-llama-cpp-ai-inference-with-cuda-graphs/
3941,Amazon,6. System Architecture and Orchestration,"['6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Vertex Pharmaceuticals: Accelerating image segmentation for drug discovery imaging using serverless technologies on AWS,https://aws.amazon.com/blogs/industries/vertex-pharmaceuticals-accelerating-image-segmentation-for-drug-discovery-imaging-using-serverless-technologies-on-aws/
1305,SAP,4. Evaluation and Quality Assurance,['4.1. Model Evaluation'],Using Ragas with AI core + other metrics to evaluate LLMs,https://community.sap.com/t5/technology-blogs-by-sap/using-ragas-with-ai-core-other-metrics-to-evaluate-llms/ba-p/13709830
4246,Amazon,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Leveraging generative AI to simplify the network and service lifecycle management with Amdocs Intelligent OSS on AWS,https://aws.amazon.com/blogs/industries/leveraging-generative-ai-to-simplify-the-network-and-service-lifecycle-management-with-amdocs-intelligent-oss-on-aws/
1395,Oracle,2. Data Management,['2.6. RAG for FM/LLM/GenAI'],GenAI RAG Likes Explicit Relationships: Use Graphs!,https://blogs.oracle.com/database/post/genai-rag-likes-explicit-relationships-use-graphs
5254,Amazon,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Accenture creates a custom memory-persistent conversational user experience using Amazon Q Business,https://aws.amazon.com/blogs/machine-learning/accenture-creates-a-custom-memory-persistent-conversational-user-experience-using-amazon-q-business/
2591,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Spotlight: HP 3D Printing Open Sources AI Surrogates for Additive Manufacturing Using NVIDIA Modulus,https://developer.nvidia.com/blog/spotlight-hp-3d-printing-and-nvidia-modulus-collaborate-on-open-source-manufacturing-digital-twin/
948,Microsoft,6. System Architecture and Orchestration,"['6.5. Platforms/Tools/Studios for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Azure AI and Microsoft Fabric Integration: Driving AI Innovation ...,https://techcommunity.microsoft.com/t5/ai-ai-platform-blog/driving-ai-innovation-across-digital-landscapes-azure-ai-and/ba-p/3978686
733,IBM,3. Model Fine-Tuning,['3.1. Full Parameter Fine-Tuning of a Pre-Trained Model'],Generative AI that's tailored for your business needs with watsonx.ai ...,https://www.ibm.com/blog/watsonx-tailored-generative-ai/
6324,SAP,2. Data Management,"['2.1. Dataset Collection', '2.2. Dataset Cleaning and Preparation']",Hana Data Lake Files as Object Store in SAP AI Core,https://community.sap.com/t5/technology-blogs-by-sap/hana-data-lake-files-as-object-store-in-sap-ai-core/ba-p/13575906
2289,Nvidia,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Speed Up Your AI Development: NVIDIA AI Workbench Goes GA,https://developer.nvidia.com/blog/speed-up-your-ai-development-nvidia-ai-workbench-goes-ga/
2084,Nvidia,6. System Architecture and Orchestration,['6.2. Workflow Orchestration for FM/LLM/GenAI'],Whole Human Brain Neuro-Mapping at Cellular Resolution on NVIDIA DGX,https://developer.nvidia.com/blog/whole-human-brain-neuro-mapping-at-cellular-resolution-on-dgx/
1294,SAP,2. Data Management,['2.5. Specialized Databases for FM/LLM/GenAI'],Share corporate info with an LLM using Embeddings - SAP ...,https://community.sap.com/t5/technology-blogs-by-sap/share-corporate-info-with-an-llm-using-embeddings/ba-p/13610200
1166,Microsoft,6. System Architecture and Orchestration,"['6.2. Workflow Orchestration for FM/LLM/GenAI', '6.3. FM/LLM/GenAI Agent, Copilot, or Assistant']",Introducing AutoGen Studio: A low-code interface for building multi-agent workflows,https://www.microsoft.com/en-us/research/blog/introducing-autogen-studio-a-low-code-interface-for-building-multi-agent-workflows/
932,Microsoft,5. Model Deployment and Operation,"['5.4. Model Serving and Scaling', '5.1. Model Deployment on Cloud']",What runs GPT-4o and Microsoft Copilot? | Largest AI supercomputer in the cloud | Mark Russinovich,https://techcommunity.microsoft.com/t5/microsoft-mechanics-blog/what-runs-gpt-4o-and-microsoft-copilot-largest-ai-supercomputer/ba-p/4150701
1556,Salesforce,5. Model Deployment and Operation,['5.1. Model Deployment on Cloud'],Train Your Own LLM or Use an Existing One? | Salesforce,https://www.salesforce.com/blog/adapt-or-train-your-own-llm/
605,Google,5. Model Deployment and Operation,['5.2. Model Deployment on Device'],AI Edge Torch: High Performance Inference of PyTorch Models on Mobile Devices,https://developers.googleblog.com/en/ai-edge-torch-high-performance-inference-of-pytorch-models-on-mobile-devices/
